attraction_id,attraction_name,nearest_station_id,nearest_station_name,distance_to_station_m,pressure_score,lat,lon,category,type,popularity_score,rating,review_count,source_name,original_name,nearest_metro_line,source_url,google_place_id,google_maps_uri,google_website_uri,google_types,include_in_model,exclude_reason,mapping_confidence,visitor_count_score,official_recognition_score,attraction_scale_score,metro_access_score,opening_availability_score,mapping_confidence_score,penalty_score,attraction_score,scoring_note,data_quality_note,osm_type,osm_id,tourism,historic,leisure,amenity,wikidata,wikipedia,google_match_distance_m
P0132,Paupau Aqua Garden,M09,ShinjukuSanchome,269.3,0.602676,35.6931787,139.7058933,tourism=aquarium,tourism=aquarium,9.294,4.3,223.0,OSM,Paupau Aqua Garden,Marunouchi,http://www.paupau.co.jp/html/english.html,ChIJr-f6GTONGGARD89GlRiSGas,https://maps.google.com/?cid=12329046089184759567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.paupau.co.jp/html/map_sin.html,pet_store|store|point_of_interest|establishment,True,NA,high,0,15,20,15,2,5,0,66.294,"score=66.3/110; visitor=0, google=9.3, official=15, scale=20, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,137626375.0,aquarium,NA,NA,NA,NA,NA,10.4
P0133,Tokyo Toy Museum,M11,YotsuyaSanchome,248.1,0.602031,35.6897793,139.7179766,tourism=museum,tourism=museum,13.223,4.3,2206.0,OSM,Tokyo Toy Museum,Marunouchi,http://goodtoy.org,ChIJHeBCIOyMGGAR7BktETlUP_w,https://maps.google.com/?cid=18176339225168648684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://art-play.or.jp/ttm/,museum|tourist_attraction|art_museum|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,66.223,"score=66.2/110; visitor=0, google=13.2, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,5894435886.0,museum,NA,NA,NA,Q11524018,ja:東京おもちゃ美術館,11.1
P0134,Ota Memorial Museum of Art,C03,MeijiJingumae,92.0,0.601775,35.6693982,139.7049049,tourism=museum,tourism=museum,13.195,4.3,2170.0,OSM,太田記念美術館,Chiyoda,https://www.ukiyoe-ota-muse.jp/,ChIJxcha6qSMGGARqdOIwOETVQc,https://maps.google.com/?cid=528350391604663209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.ukiyoe-ota-muse.jp/,art_museum|tourist_attraction|museum|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,66.195,"score=66.2/110; visitor=0, google=13.2, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420774658.0,museum,NA,NA,NA,Q3815442,en:Ukiyo-e Ōta Memorial Museum of Art,6.9
P0135,Kappabashi kitchen street,G18,Tawaramachi,330.0,0.601587,35.7125201,139.7885498,tourism=attraction,tourism=attraction,16.175,4.3,12303.0,OSM,Kappabashi kitchen street,Ginza,http://www.kappabashi.or.jp/,ChIJXYV-6JWOGGAR85vIZbM1RCE,https://maps.google.com/?cid=2397099946291010547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.kappabashi.or.jp/,tourist_attraction|market|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,66.175,"score=66.2/110; visitor=0, google=16.2, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4691630391.0,attraction,NA,NA,NA,NA,NA,222.1
P0136,Tokyo Character Street,M17,Tokyo,321.6,0.600294,35.681608,139.7683381,tourism=attraction,tourism=attraction,16.032,4.2,11325.0,OSM,東京キャラクターストリート,Marunouchi,https://e-shop.tokyoeki-1bangai.co.jp/,ChIJGeYlX_mLGGARx_4HVNDXOxA,https://maps.google.com/?cid=1169765817995755207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://e-shop.tokyoeki-1bangai.co.jp/,shopping_mall|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,66.032,"score=66.0/110; visitor=0, google=16.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,1361973679.0,attraction,NA,NA,NA,NA,NA,55.3
P0137,Tokyo Character Street,T09,Otemachi,349.9,0.600294,35.6824148,139.7686966,tourism=attraction,tourism=attraction,16.032,4.2,11325.0,OSM,東京キャラクターストリート,Tozai,https://e-shop.tokyoeki-1bangai.co.jp/,ChIJGeYlX_mLGGARx_4HVNDXOxA,https://maps.google.com/?cid=1169765817995755207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://e-shop.tokyoeki-1bangai.co.jp/,shopping_mall|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,66.032,"score=66.0/110; visitor=0, google=16.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,1358679893.0,attraction,NA,NA,NA,NA,NA,42.6
P0138,Tokyo Character Street,T09,Otemachi,356.7,0.600294,35.6823717,139.7687508,tourism=attraction,tourism=attraction,16.032,4.2,11325.0,OSM,東京キャラクターストリート,Tozai,https://e-shop.tokyoeki-1bangai.co.jp/,ChIJGeYlX_mLGGARx_4HVNDXOxA,https://maps.google.com/?cid=1169765817995755207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://e-shop.tokyoeki-1bangai.co.jp/,shopping_mall|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,66.032,"score=66.0/110; visitor=0, google=16.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,1358679892.0,attraction,NA,NA,NA,NA,NA,38.6
P0139,Former Furukawa Gardens,N15,Nishigahara,524.5,0.599959,35.7425176,139.7462524,leisure=garden,leisure=garden,14.996,4.2,6192.0,OSM,Former Furukawa Gardens,Namboku,https://www.tokyo-park.or.jp/park/format/index034.html,ChIJBy_FCJGNGGAR7ZWKW8_39Ew,https://maps.google.com/?cid=5545329511166023149&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.tokyo-park.or.jp/park/kyu-furukawa/,garden|tourist_attraction|point_of_interest|establishment,True,NA,high,0,20,12,12,2,5,0,65.996,"score=66.0/110; visitor=0, google=15.0, official=20, scale=12, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,33078986.0,NA,NA,garden,NA,Q3082256,ja:旧古河庭園,73.8
P0140,Meiji Jingu Inner Garden,C03,MeijiJingumae,587.6,0.599479,35.6731566,139.6997419,leisure=garden,leisure=garden,11.943,4.5,1046.0,OSM,Meiji Jingu Inner Garden,Chiyoda,https://www.meijijingu.or.jp/midokoro/gyoen/,ChIJ5SZMmreMGGARqBUU4sVwUIM,https://maps.google.com/?cid=9462186812309247400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.meijijingu.or.jp/,garden|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,20,12,2,5,0,65.943,"score=65.9/110; visitor=0, google=11.9, official=15, scale=20, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,297192269.0,NA,NA,garden,NA,Q6810040,en:Meiji Shrine Inner Garden,111.9
P0141,Mitsui Memorial Museum,G12,Mitsukoshimae,59.3,0.59909,35.6868356,139.7730738,tourism=museum,tourism=museum,12.9,4.3,1827.0,OSM,Mitsui Memorial Museum,Ginza,https://www.mitsui-museum.jp/,ChIJg3g_gVWJGGARpjEAinYaW5I,https://maps.google.com/?cid=10546052048841879974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.mitsui-museum.jp/,art_museum|museum|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,65.9,"score=65.9/110; visitor=0, google=12.9, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420765471.0,museum,NA,NA,NA,Q864700,en:Mitsui Memorial Museum,55.2
P0142,Roppongi Hills Lighting,H04,Roppongi,419.0,0.598778,35.65918,139.7298671,tourism=attraction,tourism=attraction,11.866,4.1,1000.0,OSM,六本木ヒルズイルミネーション,Hibiya,http://www.roppongihills.com/facilities/arena/,ChIJ_aUjTnaLGGARucw6DTL3hq0,https://maps.google.com/?cid=12503953209783143609&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.roppongihills.com/facilities/arena/,event_venue|point_of_interest|establishment,True,NA,high,0,15,20,12,2,5,0,65.866,"score=65.9/110; visitor=0, google=11.9, official=15, scale=20, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,6127216097.0,attraction,NA,NA,NA,NA,NA,62.4
P0143,Sumida River Walk,Z11,KiyosumiShirakawa,580.2,0.5,35.6831807,139.7935518,tourism=viewpoint,tourism=viewpoint,0.0,4.5,520.0,OSM,Sumida River Walk,Hanzomon,https://www.gotokyo.org/jp/spot/1795/index.html,ChIJhdlgYmmPGGARQLJt3cGn6pk,https://maps.google.com/?cid=11090861483438748224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.gotokyo.org/jp/spot/1795/index.html,bridge|transportation_service|point_of_interest|establishment,True,NA,high,0,20,16,12,2,5,0,55.0,"score=55.0/110; visitor=0, google=0.0, official=20, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 3279m from original POI coordinate; popularity score set to 0 due to location mismatch.,node,6127220885.0,viewpoint,NA,NA,NA,NA,NA,3279.4
P0144,Sumida River Walk,Z10,Suitengumae,608.3,0.5,35.6803769,139.7910809,tourism=viewpoint,tourism=viewpoint,0.0,4.5,520.0,OSM,Sumida River Walk,Hanzomon,https://www.gotokyo.org/jp/spot/1795/index.html,ChIJhdlgYmmPGGARQLJt3cGn6pk,https://maps.google.com/?cid=11090861483438748224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.gotokyo.org/jp/spot/1795/index.html,bridge|transportation_service|point_of_interest|establishment,True,NA,high,0,20,16,12,2,5,0,55.0,"score=55.0/110; visitor=0, google=0.0, official=20, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 3633m from original POI coordinate; popularity score set to 0 due to location mismatch.,node,6127216093.0,viewpoint,NA,NA,NA,NA,NA,3633.5
P0145,Sumida River Walk,Z10,Suitengumae,697.1,0.5,35.6775433,139.7889714,tourism=viewpoint,tourism=viewpoint,0.0,4.5,520.0,OSM,Sumida River Walk,Hanzomon,https://www.gotokyo.org/jp/spot/1795/index.html,ChIJhdlgYmmPGGARQLJt3cGn6pk,https://maps.google.com/?cid=11090861483438748224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.gotokyo.org/jp/spot/1795/index.html,bridge|transportation_service|point_of_interest|establishment,True,NA,high,0,20,16,12,2,5,0,55.0,"score=55.0/110; visitor=0, google=0.0, official=20, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy. Google Places match is 3987m from original POI coordinate; popularity score set to 0 due to location mismatch.,node,6127218489.0,viewpoint,NA,NA,NA,NA,NA,3987.2
P0146,East-Ikebukuro Park,Y10,HigashiIkebukuro,598.3,0.596371,35.7312688,139.7178641,leisure=park,leisure=park,11.601,3.7,857.0,OSM,東池袋公園,Yurakucho,http://www.city.toshima.lg.jp/340/shisetsu/koen/022.html,ChIJibKDcm-NGGARKgwl3cYaJpE,https://maps.google.com/?cid=10459076626030595114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.city.toshima.lg.jp/340/shisetsu/koen/022.html,park|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,20,12,2,5,0,65.601,"score=65.6/110; visitor=0, google=11.6, official=15, scale=20, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,627528740.0,NA,NA,park,NA,NA,NA,144.2
P0147,Higashiikebukuro Central Park,Y10,HigashiIkebukuro,464.8,0.596371,35.7301284,139.7187189,leisure=park,leisure=park,11.601,3.7,857.0,OSM,東池袋中央公園,Yurakucho,http://www.city.toshima.lg.jp/340/shisetsu/koen/022.html,ChIJibKDcm-NGGARKgwl3cYaJpE,https://maps.google.com/?cid=10459076626030595114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.city.toshima.lg.jp/340/shisetsu/koen/022.html,park|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,20,12,2,5,0,65.601,"score=65.6/110; visitor=0, google=11.6, official=15, scale=20, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,311069857.0,NA,NA,park,NA,Q11527573,ja:東池袋中央公園,4.2
P0148,Mikado Game Center,T03,Takadanobaba,157.5,0.595908,35.7127292,139.7034384,tourism=attraction,tourism=attraction,12.55,4.5,1490.0,OSM,Mikado Game Center,Tozai,http://mi-ka-do.net/,ChIJzyCiozmNGGARgUHWRX2ul5s,https://maps.google.com/?cid=11211621650427953537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://mi-ka-do.net/,video_arcade|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,65.55,"score=65.5/110; visitor=0, google=12.5, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,10794940806.0,attraction,NA,NA,NA,Q28690678,ja:ミカド (ゲームセンター),1.6
P0149,Tokyo Metropolitan Government Office - North Observatory Deck,M07,NishiShinjuku,518.7,0.595823,35.6899139,139.6916135,tourism=viewpoint,tourism=viewpoint,15.541,4.5,8505.0,OSM,東京都庁展望室 北,Marunouchi,https://www.zaimu.metro.tokyo.lg.jp/tochousha/goannai/tenbou,ChIJnctryNSMGGARLv4MknPFseU,https://maps.google.com/?cid=16551227205725519406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.zaimu.metro.tokyo.lg.jp/tochousha/goannai/tenbou,observation_deck|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,65.541,"score=65.5/110; visitor=0, google=15.5, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,2388566136.0,viewpoint,NA,NA,NA,NA,NA,20.5
P0150,The Baseball Hall of Fame And Museum,M22,Korakuen,266.0,0.595633,35.7055787,139.7528979,tourism=museum,tourism=museum,12.52,4.4,1464.0,OSM,The Baseball Hall of Fame And Museum,Marunouchi,http://baseball-museum.or.jp/,ChIJgWbqgkeMGGARCwWTJvxk9JA,https://maps.google.com/?cid=10445084469920728331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://baseball-museum.or.jp/,museum|tourist_attraction|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,65.52,"score=65.5/110; visitor=0, google=12.5, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420799336.0,museum,NA,NA,NA,Q1134380,ja:野球殿堂博物館 (日本),4.0
P0151,National Showa Memorial Museum,Z06,Kudanshita,47.4,0.594311,35.6951109,139.7509066,tourism=museum,tourism=museum,12.374,4.0,1345.0,OSM,National Showa Memorial Museum,Hanzomon,http://www.showakan.go.jp/,ChIJP5nfE2uMGGARCD9T7XHuNb4,https://maps.google.com/?cid=13706123214052343560&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.showakan.go.jp/,tourist_attraction|history_museum|museum|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,65.374,"score=65.4/110; visitor=0, google=12.4, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,988763541.0,museum,NA,NA,NA,Q3788883,en:National Showa Memorial Museum,17.3
P0152,Intermediatheque,M17,Tokyo,212.9,0.594218,35.6800322,139.764534,tourism=museum,tourism=museum,12.364,4.6,1337.0,OSM,Intermediatheque,Marunouchi,http://www.intermediatheque.jp/,ChIJF5AiNPqLGGAR2igPgxC2_Kw,https://maps.google.com/?cid=12465038050689231066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.intermediatheque.jp/,tourist_attraction|museum|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,65.364,"score=65.4/110; visitor=0, google=12.4, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4272532291.0,museum,NA,NA,NA,NA,NA,14.6
P0153,Seikado bunko art museum,C10,Nijubashimae,194.8,0.594042,35.6787799,139.7614042,tourism=museum,tourism=museum,12.345,4.3,1322.0,OSM,静嘉堂文庫美術館,Chiyoda,https://www.seikado.or.jp/,ChIJz-ZkAQb0GGARLd-j4HlLkaM,https://maps.google.com/?cid=11786284686637260589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.seikado.or.jp/,art_museum|tourist_attraction|museum|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,65.345,"score=65.3/110; visitor=0, google=12.3, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,11334772769.0,museum,NA,NA,NA,NA,NA,28.9
P0154,Yebisu Garden Place Winter Illumination,H02,Ebisu,641.2,0.593627,35.6427745,139.713476,tourism=attraction,tourism=attraction,15.299,4.1,7389.0,OSM,Yebisu Garden Place Winter Illumination,Hibiya,https://gardenplace.jp/,ChIJ3bRi2hWLGGARsMUFP7GRGBI,https://maps.google.com/?cid=1303952282576340400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://gardenplace.jp/,shopping_mall|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,65.299,"score=65.3/110; visitor=0, google=15.3, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,6127216099.0,attraction,NA,NA,NA,NA,NA,45.3
P0155,Naka-Ikebukuro Park,F09,Ikebukuro,375.4,0.593612,35.7315925,139.7150147,leisure=park,leisure=park,11.297,3.5,718.0,OSM,中池袋公園,Fukutoshin,http://www.city.toshima.lg.jp/340/shisetsu/koen/020.html,ChIJi05dW2aNGGARdxGP5pBsUqc,https://maps.google.com/?cid=12056818522023465335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://www.city.toshima.lg.jp/340/shisetsu/koen/020.html,park|tourist_attraction|city_park|point_of_interest|establishment,True,NA,high,0,15,20,12,2,5,0,65.297,"score=65.3/110; visitor=0, google=11.3, official=15, scale=20, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,595622665.0,NA,NA,park,NA,NA,NA,1.3
P0156,Skytree viewing mirror,Z14,Oshiage,548.7,0.593349,35.7088781,139.8076793,tourism=attraction,tourism=attraction,11.268,4.4,706.0,OSM,Skytree viewing mirror,Hanzomon,https://www.tokyo-skytree.jp/,ChIJ-RuzASGPGGARlTmOgTcTmSw,https://maps.google.com/?cid=3213620938223270293&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.tokyo-skytree.jp/,observation_deck|point_of_interest|establishment,True,NA,high,0,15,20,12,2,5,0,65.268,"score=65.3/110; visitor=0, google=11.3, official=15, scale=20, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,4562845191.0,attraction,NA,NA,NA,NA,NA,305.2
P0157,Mori Art Museum,H04,Roppongi,314.0,0.592965,35.660432,139.729261,tourism=museum,tourism=museum,15.226,4.3,7082.0,OSM,Mori Art Museum,Hibiya,https://www.mori.art.museum/jp/index.html,ChIJg5RCD3eLGGAR6dbIHRM98w8,https://maps.google.com/?cid=1149329482222982889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.mori.art.museum/jp/,art_museum|museum|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,65.226,"score=65.2/110; visitor=0, google=15.2, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,1420786660.0,museum,NA,NA,NA,Q4410434,en:Mori Art Museum,3.7
P0158,Akihabara Neribei Park,G14,Suehirocho,228.0,0.592931,35.702154,139.774167,leisure=park,leisure=park,8.222,3.8,119.0,OSM,Akihabara Neribei Park,Ginza,https://www.city.taito.lg.jp/kenchiku/hanamidori/koen/shokai/koenshozaichi.html,ChIJ5wxSGKyPGGARjpGLtnrOO_o,https://maps.google.com/?cid=18031232559551844750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.city.taito.lg.jp/kenchiku/hanamidori/koen/shokai/koenshozaichi.html,park|point_of_interest|establishment,True,NA,high,0,15,20,15,2,5,0,65.222,"score=65.2/110; visitor=0, google=8.2, official=15, scale=20, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,175536527.0,NA,NA,park,NA,NA,NA,21.9
P0159,Seiko Museum,H09,Ginza,57.3,0.592374,35.6723712,139.7644242,tourism=museum,tourism=museum,12.161,4.6,1188.0,OSM,セイコーミュージアム,Hibiya,https://museum.seiko.co.jp,ChIJS1c9oWGLGGARgG_uEItN0aY,https://maps.google.com/?cid=12020474140108418944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://museum.seiko.co.jp/,museum|point_of_interest|establishment,True,NA,high,0,15,16,15,2,5,0,65.161,"score=65.2/110; visitor=0, google=12.2, official=15, scale=16, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,9210529918.0,museum,NA,NA,NA,NA,NA,2.6
P0160,Ginza Six Garden,G09,Ginza,243.0,0.59213,35.6697382,139.7637749,tourism=viewpoint,tourism=viewpoint,8.134,4.8,113.0,OSM,Ginza Six Garden,Ginza,https://ginza6.tokyo/welcome-to-gsix/day,ChIJ_wniXxmLGGARLgE_DYPbKiY,https://maps.google.com/?cid=2750251878372540718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://ginza6.tokyo/welcome-to-gsix/day,garden|point_of_interest|establishment,True,NA,high,0,15,20,15,2,5,0,65.134,"score=65.1/110; visitor=0, google=8.1, official=15, scale=20, metro=15, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,12059958249.0,viewpoint,NA,NA,NA,NA,NA,35.0
P0161,Mitsubishi Ichigokan Museum / Marunouchi,C10,Nijubashimae,258.4,0.591968,35.6784739,139.763169,museum,art_museum|art_gallery|tourist_attraction|museum|point_of_interest|establishment,14.116,4.4,3711.0,curated_representative,三菱一号館美術館 / 丸の内,Chiyoda,https://mimt.jp/en/,ChIJuyY-ZfqLGGAREYR9A10IXPQ,https://maps.google.com/?cid=17607957838695334929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,http://mimt.jp/,art_museum|art_gallery|tourist_attraction|museum|point_of_interest|establishment,True,NA,high,0,20,6,15,5,5,0,65.116,"score=65.1/110; visitor=0, google=14.1, official=20, scale=6, metro=15, opening=5, mapping=5, penalty=0",Representative Marunouchi museum and shopping/dining cluster. No reliable annual visitor count found; included as representative tourism proxy.,NA,NA,NA,NA,NA,NA,NA,NA,16.2
P0162,Nezu Museum,G02,OmoteSando,542.8,0.591198,35.6621944,139.7173527,tourism=museum,tourism=museum,15.032,4.5,6324.0,OSM,Nezu Museum,Ginza,http://www.nezu-muse.or.jp/,ChIJxU48-2OLGGARHMtB5RAhytA,https://maps.google.com/?cid=15044873861634050844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.nezu-muse.or.jp/,art_museum|museum|point_of_interest|establishment,True,NA,high,0,15,16,12,2,5,0,65.032,"score=65.0/110; visitor=0, google=15.0, official=15, scale=16, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,way,139972313.0,museum,NA,NA,NA,Q1047097,ja:根津美術館,24.4
P0163,Chiikawa Park,Y10,HigashiIkebukuro,497.5,0.590761,35.7302409,139.7173053,tourism=theme_park,tourism=theme_park,10.984,4.1,598.0,OSM,ちいかわパーク,Yurakucho,https://chiikawapark-tokyo.jp/,ChIJa5c9bwCNGGARWkymSsTlccQ,https://maps.google.com/?cid=14155347735030942810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://chiikawapark-tokyo.jp/,amusement_park|amusement_center|point_of_interest|establishment,True,NA,high,0,15,20,12,2,5,0,64.984,"score=65.0/110; visitor=0, google=11.0, official=15, scale=20, metro=12, opening=2, mapping=5, penalty=0",No reliable annual visitor count found; included as representative tourism proxy.,node,13321786436.0,theme_park,NA,NA,NA,NA,NA,39.3
