from_station_id,to_station_id,fare_yen,fare_source
E08,C12,178,Calculated via Official Fare Rules & Distance
E08,C13,178,Calculated via Official Fare Rules & Distance
E08,C14,178,Calculated via Official Fare Rules & Distance
E08,C15,178,Calculated via Official Fare Rules & Distance
E08,C16,178,Calculated via Official Fare Rules & Distance
E08,C17,204,Calculated via Official Fare Rules & Distance
E08,C18,296,Calculated via Official Fare Rules & Distance
E08,C19,338,Calculated via Official Fare Rules & Distance
E08,C20,338,Calculated via Official Fare Rules & Distance
E08,E01,296,Calculated via Official Fare Rules & Distance
E08,E02,296,Calculated via Official Fare Rules & Distance
E08,E03,230,Calculated via Official Fare Rules & Distance
E08,E04,188,Calculated via Official Fare Rules & Distance
E08,E05,188,Calculated via Official Fare Rules & Distance
E08,E06,188,Calculated via Official Fare Rules & Distance
E08,E07,188,Calculated via Official Fare Rules & Distance
E08,E09,188,Calculated via Official Fare Rules & Distance
E08,E10,188,Calculated via Official Fare Rules & Distance
E08,E11,188,Calculated via Official Fare Rules & Distance
E08,E12,230,Calculated via Official Fare Rules & Distance
E08,E13,296,Calculated via Official Fare Rules & Distance
E08,E14,296,Calculated via Official Fare Rules & Distance
E08,E15,296,Calculated via Official Fare Rules & Distance
E08,E16,296,Calculated via Official Fare Rules & Distance
E08,E17,296,Calculated via Official Fare Rules & Distance
E08,E18,296,Calculated via Official Fare Rules & Distance
E08,E19,296,Calculated via Official Fare Rules & Distance
E08,E20,296,Calculated via Official Fare Rules & Distance
E08,E21,296,Calculated via Official Fare Rules & Distance
E08,E22,296,Calculated via Official Fare Rules & Distance
E08,E23,296,Calculated via Official Fare Rules & Distance
E08,E24,296,Calculated via Official Fare Rules & Distance
E08,E25,296,Calculated via Official Fare Rules & Distance
E08,E26,296,Calculated via Official Fare Rules & Distance
E08,E27,296,Calculated via Official Fare Rules & Distance
E08,E28,296,Calculated via Official Fare Rules & Distance
E08,E29,296,Calculated via Official Fare Rules & Distance
E08,E30,296,Calculated via Official Fare Rules & Distance
E08,E31,296,Calculated via Official Fare Rules & Distance
E08,E32,296,Calculated via Official Fare Rules & Distance
E08,E33,338,Calculated via Official Fare Rules & Distance
E08,E34,338,Calculated via Official Fare Rules & Distance
E08,E35,338,Calculated via Official Fare Rules & Distance
E08,E36,364,Calculated via Official Fare Rules & Distance
E08,E37,364,Calculated via Official Fare Rules & Distance
E08,E38,364,Calculated via Official Fare Rules & Distance
E08,F01,252,Calculated via Official Fare Rules & Distance
E08,F02,252,Calculated via Official Fare Rules & Distance
E08,F03,252,Calculated via Official Fare Rules & Distance
E08,F04,252,Calculated via Official Fare Rules & Distance
E08,F05,204,Calculated via Official Fare Rules & Distance
E08,F06,204,Calculated via Official Fare Rules & Distance
E08,F07,204,Calculated via Official Fare Rules & Distance
E08,F08,204,Calculated via Official Fare Rules & Distance
E08,F09,178,Calculated via Official Fare Rules & Distance
E08,F10,296,Calculated via Official Fare Rules & Distance
E08,F11,296,Calculated via Official Fare Rules & Distance
E08,F12,296,Calculated via Official Fare Rules & Distance
E08,F13,296,Calculated via Official Fare Rules & Distance
E08,F14,296,Calculated via Official Fare Rules & Distance
E08,F15,296,Calculated via Official Fare Rules & Distance
E08,F16,296,Calculated via Official Fare Rules & Distance
E08,G01,296,Calculated via Official Fare Rules & Distance
E08,G02,296,Calculated via Official Fare Rules & Distance
E08,G03,296,Calculated via Official Fare Rules & Distance
E08,G04,296,Calculated via Official Fare Rules & Distance
E08,G05,296,Calculated via Official Fare Rules & Distance
E08,G06,296,Calculated via Official Fare Rules & Distance
E08,G07,296,Calculated via Official Fare Rules & Distance
E08,G08,178,Calculated via Official Fare Rules & Distance
E08,G09,178,Calculated via Official Fare Rules & Distance
E08,G10,178,Calculated via Official Fare Rules & Distance
E08,G11,178,Calculated via Official Fare Rules & Distance
E08,G12,178,Calculated via Official Fare Rules & Distance
E08,G13,296,Calculated via Official Fare Rules & Distance
E08,G14,296,Calculated via Official Fare Rules & Distance
E08,G15,188,Calculated via Official Fare Rules & Distance
E08,G16,296,Calculated via Official Fare Rules & Distance
E08,G17,296,Calculated via Official Fare Rules & Distance
E08,G18,296,Calculated via Official Fare Rules & Distance
E08,G19,188,Calculated via Official Fare Rules & Distance
E08,H01,338,Calculated via Official Fare Rules & Distance
E08,H02,338,Calculated via Official Fare Rules & Distance
E08,H03,296,Calculated via Official Fare Rules & Distance
E08,H04,296,Calculated via Official Fare Rules & Distance
E08,H05,296,Calculated via Official Fare Rules & Distance
E08,H06,296,Calculated via Official Fare Rules & Distance
E08,H07,296,Calculated via Official Fare Rules & Distance
E08,H08,178,Calculated via Official Fare Rules & Distance
E08,H09,178,Calculated via Official Fare Rules & Distance
E08,H10,178,Calculated via Official Fare Rules & Distance
E08,H11,296,Calculated via Official Fare Rules & Distance
E08,H12,296,Calculated via Official Fare Rules & Distance
E08,H13,296,Calculated via Official Fare Rules & Distance
E08,H14,296,Calculated via Official Fare Rules & Distance
E08,H15,296,Calculated via Official Fare Rules & Distance
E08,H16,188,Calculated via Official Fare Rules & Distance
E08,H17,296,Calculated via Official Fare Rules & Distance
E08,H18,296,Calculated via Official Fare Rules & Distance
E08,H19,296,Calculated via Official Fare Rules & Distance
E08,H20,296,Calculated via Official Fare Rules & Distance
E08,H21,296,Calculated via Official Fare Rules & Distance
E08,H22,296,Calculated via Official Fare Rules & Distance
E08,I01,338,Calculated via Official Fare Rules & Distance
E08,I02,338,Calculated via Official Fare Rules & Distance
E08,I03,338,Calculated via Official Fare Rules & Distance
E08,I04,296,Calculated via Official Fare Rules & Distance
E08,I05,296,Calculated via Official Fare Rules & Distance
E08,I06,296,Calculated via Official Fare Rules & Distance
E08,I07,296,Calculated via Official Fare Rules & Distance
E08,I08,296,Calculated via Official Fare Rules & Distance
E08,I09,178,Calculated via Official Fare Rules & Distance
E08,I10,188,Calculated via Official Fare Rules & Distance
E08,I11,188,Calculated via Official Fare Rules & Distance
E08,I12,188,Calculated via Official Fare Rules & Distance
E08,I13,188,Calculated via Official Fare Rules & Distance
E08,I14,188,Calculated via Official Fare Rules & Distance
E08,I15,230,Calculated via Official Fare Rules & Distance
E08,I16,230,Calculated via Official Fare Rules & Distance
E08,I17,230,Calculated via Official Fare Rules & Distance
E08,I18,230,Calculated via Official Fare Rules & Distance
E08,I19,230,Calculated via Official Fare Rules & Distance
E08,I20,282,Calculated via Official Fare Rules & Distance
E08,I21,282,Calculated via Official Fare Rules & Distance
E08,I22,282,Calculated via Official Fare Rules & Distance
E08,I23,282,Calculated via Official Fare Rules & Distance
E08,I24,282,Calculated via Official Fare Rules & Distance
E08,I25,282,Calculated via Official Fare Rules & Distance
E08,I26,335,Calculated via Official Fare Rules & Distance
E08,I27,335,Calculated via Official Fare Rules & Distance
E08,M01,338,Calculated via Official Fare Rules & Distance
E08,M02,338,Calculated via Official Fare Rules & Distance
E08,M03,296,Calculated via Official Fare Rules & Distance
E08,M04,296,Calculated via Official Fare Rules & Distance
E08,M05,296,Calculated via Official Fare Rules & Distance
E08,M06,296,Calculated via Official Fare Rules & Distance
E08,M07,296,Calculated via Official Fare Rules & Distance
E08,M08,296,Calculated via Official Fare Rules & Distance
E08,M09,296,Calculated via Official Fare Rules & Distance
E08,M10,296,Calculated via Official Fare Rules & Distance
E08,M11,188,Calculated via Official Fare Rules & Distance
E08,M12,296,Calculated via Official Fare Rules & Distance
E08,M13,296,Calculated via Official Fare Rules & Distance
E08,M14,296,Calculated via Official Fare Rules & Distance
E08,M15,296,Calculated via Official Fare Rules & Distance
E08,M16,178,Calculated via Official Fare Rules & Distance
E08,M17,178,Calculated via Official Fare Rules & Distance
E08,M18,178,Calculated via Official Fare Rules & Distance
E08,M19,178,Calculated via Official Fare Rules & Distance
E08,M20,178,Calculated via Official Fare Rules & Distance
E08,M21,0,Calculated via Official Fare Rules & Distance
E08,M22,178,Calculated via Official Fare Rules & Distance
E08,M23,178,Calculated via Official Fare Rules & Distance
E08,M24,178,Calculated via Official Fare Rules & Distance
E08,M25,178,Calculated via Official Fare Rules & Distance
E08,Mb03,296,Calculated via Official Fare Rules & Distance
E08,Mb04,296,Calculated via Official Fare Rules & Distance
E08,Mb05,296,Calculated via Official Fare Rules & Distance
E08,N01,338,Calculated via Official Fare Rules & Distance
E08,N02,338,Calculated via Official Fare Rules & Distance
E08,N03,296,Calculated via Official Fare Rules & Distance
E08,N04,296,Calculated via Official Fare Rules & Distance
E08,N05,296,Calculated via Official Fare Rules & Distance
E08,N06,296,Calculated via Official Fare Rules & Distance
E08,N07,296,Calculated via Official Fare Rules & Distance
E08,N08,296,Calculated via Official Fare Rules & Distance
E08,N09,296,Calculated via Official Fare Rules & Distance
E08,N10,188,Calculated via Official Fare Rules & Distance
E08,N11,188,Calculated via Official Fare Rules & Distance
E08,N12,296,Calculated via Official Fare Rules & Distance
E08,N13,296,Calculated via Official Fare Rules & Distance
E08,N14,296,Calculated via Official Fare Rules & Distance
E08,N15,296,Calculated via Official Fare Rules & Distance
E08,N16,296,Calculated via Official Fare Rules & Distance
E08,N17,296,Calculated via Official Fare Rules & Distance
E08,N18,338,Calculated via Official Fare Rules & Distance
E08,N19,338,Calculated via Official Fare Rules & Distance
E08,S01,296,Calculated via Official Fare Rules & Distance
E08,S02,296,Calculated via Official Fare Rules & Distance
E08,S03,296,Calculated via Official Fare Rules & Distance
E08,S04,296,Calculated via Official Fare Rules & Distance
E08,S05,296,Calculated via Official Fare Rules & Distance
E08,S06,296,Calculated via Official Fare Rules & Distance
E08,S07,178,Calculated via Official Fare Rules & Distance
E08,S08,296,Calculated via Official Fare Rules & Distance
E08,S09,296,Calculated via Official Fare Rules & Distance
E08,S10,296,Calculated via Official Fare Rules & Distance
E08,S11,296,Calculated via Official Fare Rules & Distance
E08,S12,296,Calculated via Official Fare Rules & Distance
E08,S13,296,Calculated via Official Fare Rules & Distance
E08,S14,296,Calculated via Official Fare Rules & Distance
E08,S15,296,Calculated via Official Fare Rules & Distance
E08,S16,338,Calculated via Official Fare Rules & Distance
E08,S17,338,Calculated via Official Fare Rules & Distance
E08,S18,364,Calculated via Official Fare Rules & Distance
E08,S19,364,Calculated via Official Fare Rules & Distance
E08,S20,364,Calculated via Official Fare Rules & Distance
E08,S21,416,Calculated via Official Fare Rules & Distance
E08,T01,338,Calculated via Official Fare Rules & Distance
E08,T02,296,Calculated via Official Fare Rules & Distance
E08,T03,296,Calculated via Official Fare Rules & Distance
E08,T04,296,Calculated via Official Fare Rules & Distance
E08,T05,296,Calculated via Official Fare Rules & Distance
E08,T06,188,Calculated via Official Fare Rules & Distance
E08,T07,296,Calculated via Official Fare Rules & Distance
E08,T08,296,Calculated via Official Fare Rules & Distance
E08,T09,296,Calculated via Official Fare Rules & Distance
E08,T10,178,Calculated via Official Fare Rules & Distance
E08,T11,296,Calculated via Official Fare Rules & Distance
E08,T12,296,Calculated via Official Fare Rules & Distance
E08,T13,296,Calculated via Official Fare Rules & Distance
E08,T14,296,Calculated via Official Fare Rules & Distance
E08,T15,338,Calculated via Official Fare Rules & Distance
E08,T16,338,Calculated via Official Fare Rules & Distance
E08,T17,364,Calculated via Official Fare Rules & Distance
E08,T18,364,Calculated via Official Fare Rules & Distance
E08,T19,364,Calculated via Official Fare Rules & Distance
E08,T20,364,Calculated via Official Fare Rules & Distance
E08,T21,416,Calculated via Official Fare Rules & Distance
E08,T22,416,Calculated via Official Fare Rules & Distance
E08,T23,464,Calculated via Official Fare Rules & Distance
E08,Y01,252,Calculated via Official Fare Rules & Distance
E08,Y02,252,Calculated via Official Fare Rules & Distance
E08,Y03,252,Calculated via Official Fare Rules & Distance
E08,Y04,252,Calculated via Official Fare Rules & Distance
E08,Y05,204,Calculated via Official Fare Rules & Distance
E08,Y06,204,Calculated via Official Fare Rules & Distance
E08,Y07,204,Calculated via Official Fare Rules & Distance
E08,Y08,204,Calculated via Official Fare Rules & Distance
E08,Y09,178,Calculated via Official Fare Rules & Distance
E08,Y10,296,Calculated via Official Fare Rules & Distance
E08,Y11,296,Calculated via Official Fare Rules & Distance
E08,Y12,296,Calculated via Official Fare Rules & Distance
E08,Y13,188,Calculated via Official Fare Rules & Distance
E08,Y14,296,Calculated via Official Fare Rules & Distance
E08,Y15,296,Calculated via Official Fare Rules & Distance
E08,Y16,296,Calculated via Official Fare Rules & Distance
E08,Y17,296,Calculated via Official Fare Rules & Distance
E08,Y18,296,Calculated via Official Fare Rules & Distance
E08,Y19,296,Calculated via Official Fare Rules & Distance
E08,Y20,296,Calculated via Official Fare Rules & Distance
E08,Y21,296,Calculated via Official Fare Rules & Distance
E08,Y22,296,Calculated via Official Fare Rules & Distance
E08,Y23,338,Calculated via Official Fare Rules & Distance
E08,Y24,338,Calculated via Official Fare Rules & Distance
E08,Z01,296,Calculated via Official Fare Rules & Distance
E08,Z02,296,Calculated via Official Fare Rules & Distance
E08,Z03,296,Calculated via Official Fare Rules & Distance
E08,Z04,296,Calculated via Official Fare Rules & Distance
E08,Z05,296,Calculated via Official Fare Rules & Distance
E08,Z06,296,Calculated via Official Fare Rules & Distance
E08,Z07,188,Calculated via Official Fare Rules & Distance
E08,Z08,178,Calculated via Official Fare Rules & Distance
E08,Z09,178,Calculated via Official Fare Rules & Distance
E08,Z10,178,Calculated via Official Fare Rules & Distance
E08,Z11,296,Calculated via Official Fare Rules & Distance
E08,Z12,296,Calculated via Official Fare Rules & Distance
E08,Z13,296,Calculated via Official Fare Rules & Distance
E08,Z14,230,Calculated via Official Fare Rules & Distance
E09,A01,364,Calculated via Official Fare Rules & Distance
E09,A02,364,Calculated via Official Fare Rules & Distance
E09,A03,364,Calculated via Official Fare Rules & Distance
E09,A04,338,Calculated via Official Fare Rules & Distance
E09,A05,338,Calculated via Official Fare Rules & Distance
E09,A06,338,Calculated via Official Fare Rules & Distance
E09,A07,296,Calculated via Official Fare Rules & Distance
E09,A08,296,Calculated via Official Fare Rules & Distance
E09,A09,296,Calculated via Official Fare Rules & Distance
E09,A10,296,Calculated via Official Fare Rules & Distance
E09,A11,296,Calculated via Official Fare Rules & Distance
E09,A12,296,Calculated via Official Fare Rules & Distance
E09,A13,178,Calculated via Official Fare Rules & Distance
E09,A14,178,Calculated via Official Fare Rules & Distance
E09,A15,296,Calculated via Official Fare Rules & Distance
E09,A16,296,Calculated via Official Fare Rules & Distance
E09,A17,188,Calculated via Official Fare Rules & Distance
E09,A18,188,Calculated via Official Fare Rules & Distance
E09,A19,188,Calculated via Official Fare Rules & Distance
E09,A20,230,Calculated via Official Fare Rules & Distance
E09,C01,338,Calculated via Official Fare Rules & Distance
E09,C02,296,Calculated via Official Fare Rules & Distance
E09,C03,296,Calculated via Official Fare Rules & Distance
E09,C04,296,Calculated via Official Fare Rules & Distance
E09,C05,296,Calculated via Official Fare Rules & Distance
E09,C06,296,Calculated via Official Fare Rules & Distance
E09,C07,296,Calculated via Official Fare Rules & Distance
E09,C08,296,Calculated via Official Fare Rules & Distance
E09,C09,296,Calculated via Official Fare Rules & Distance
E09,C10,296,Calculated via Official Fare Rules & Distance
E09,C11,296,Calculated via Official Fare Rules & Distance
E09,C12,296,Calculated via Official Fare Rules & Distance
E09,C13,296,Calculated via Official Fare Rules & Distance
E09,C14,296,Calculated via Official Fare Rules & Distance
E09,C15,296,Calculated via Official Fare Rules & Distance
E09,C16,296,Calculated via Official Fare Rules & Distance
E09,C17,204,Calculated via Official Fare Rules & Distance
E09,C18,178,Calculated via Official Fare Rules & Distance
E09,C19,204,Calculated via Official Fare Rules & Distance
E09,C20,204,Calculated via Official Fare Rules & Distance
E09,E01,296,Calculated via Official Fare Rules & Distance
E09,E02,296,Calculated via Official Fare Rules & Distance
E09,E03,230,Calculated via Official Fare Rules & Distance
E09,E04,230,Calculated via Official Fare Rules & Distance
E09,E05,188,Calculated via Official Fare Rules & Distance
E09,E06,188,Calculated via Official Fare Rules & Distance
E09,E07,188,Calculated via Official Fare Rules & Distance
E09,E08,188,Calculated via Official Fare Rules & Distance
E09,E10,188,Calculated via Official Fare Rules & Distance
E09,E11,188,Calculated via Official Fare Rules & Distance
E09,E12,188,Calculated via Official Fare Rules & Distance
E09,E13,296,Calculated via Official Fare Rules & Distance
E09,E14,296,Calculated via Official Fare Rules & Distance
E09,E15,178,Calculated via Official Fare Rules & Distance
E09,E16,296,Calculated via Official Fare Rules & Distance
E09,E17,296,Calculated via Official Fare Rules & Distance
E09,E18,338,Calculated via Official Fare Rules & Distance
E09,E19,296,Calculated via Official Fare Rules & Distance
E09,E20,296,Calculated via Official Fare Rules & Distance
E09,E21,296,Calculated via Official Fare Rules & Distance
E09,E22,296,Calculated via Official Fare Rules & Distance
E09,E23,296,Calculated via Official Fare Rules & Distance
E09,E24,296,Calculated via Official Fare Rules & Distance
E09,E25,296,Calculated via Official Fare Rules & Distance
E09,E26,296,Calculated via Official Fare Rules & Distance
E09,E27,296,Calculated via Official Fare Rules & Distance
E09,E28,296,Calculated via Official Fare Rules & Distance
E09,E29,296,Calculated via Official Fare Rules & Distance
E09,E30,296,Calculated via Official Fare Rules & Distance
E09,E31,296,Calculated via Official Fare Rules & Distance
E09,E32,338,Calculated via Official Fare Rules & Distance
E09,E33,338,Calculated via Official Fare Rules & Distance
E09,E34,338,Calculated via Official Fare Rules & Distance
E09,E35,364,Calculated via Official Fare Rules & Distance
E09,E36,364,Calculated via Official Fare Rules & Distance
E09,E37,364,Calculated via Official Fare Rules & Distance
E09,E38,364,Calculated via Official Fare Rules & Distance
E09,F01,364,Calculated via Official Fare Rules & Distance
E09,F02,364,Calculated via Official Fare Rules & Distance
E09,F03,364,Calculated via Official Fare Rules & Distance
E09,F04,364,Calculated via Official Fare Rules & Distance
E09,F05,338,Calculated via Official Fare Rules & Distance
E09,F06,338,Calculated via Official Fare Rules & Distance
E09,F07,338,Calculated via Official Fare Rules & Distance
E09,F08,296,Calculated via Official Fare Rules & Distance
E09,F09,296,Calculated via Official Fare Rules & Distance
E09,F10,296,Calculated via Official Fare Rules & Distance
E09,F11,296,Calculated via Official Fare Rules & Distance
E09,F12,296,Calculated via Official Fare Rules & Distance
E09,F13,296,Calculated via Official Fare Rules & Distance
E09,F14,296,Calculated via Official Fare Rules & Distance
E09,F15,296,Calculated via Official Fare Rules & Distance
E09,F16,296,Calculated via Official Fare Rules & Distance
E09,G01,296,Calculated via Official Fare Rules & Distance
E09,G02,296,Calculated via Official Fare Rules & Distance
E09,G03,296,Calculated via Official Fare Rules & Distance
E09,G04,296,Calculated via Official Fare Rules & Distance
E09,G05,296,Calculated via Official Fare Rules & Distance
E09,G06,296,Calculated via Official Fare Rules & Distance
E09,G07,296,Calculated via Official Fare Rules & Distance
E09,G08,296,Calculated via Official Fare Rules & Distance
E09,G09,296,Calculated via Official Fare Rules & Distance
E09,G10,178,Calculated via Official Fare Rules & Distance
E09,G11,178,Calculated via Official Fare Rules & Distance
E09,G12,178,Calculated via Official Fare Rules & Distance
E09,G13,178,Calculated via Official Fare Rules & Distance
E09,G14,178,Calculated via Official Fare Rules & Distance
E09,G15,0,Calculated via Official Fare Rules & Distance
E09,G16,178,Calculated via Official Fare Rules & Distance
E09,G17,178,Calculated via Official Fare Rules & Distance
E09,G18,178,Calculated via Official Fare Rules & Distance
E09,G19,188,Calculated via Official Fare Rules & Distance
E09,H01,338,Calculated via Official Fare Rules & Distance
E09,H02,338,Calculated via Official Fare Rules & Distance
E09,H03,296,Calculated via Official Fare Rules & Distance
E09,H04,296,Calculated via Official Fare Rules & Distance
E09,H05,296,Calculated via Official Fare Rules & Distance
E09,H06,296,Calculated via Official Fare Rules & Distance
E09,H07,296,Calculated via Official Fare Rules & Distance
E09,H08,296,Calculated via Official Fare Rules & Distance
E09,H09,296,Calculated via Official Fare Rules & Distance
E09,H10,178,Calculated via Official Fare Rules & Distance
E09,H11,178,Calculated via Official Fare Rules & Distance
E09,H12,178,Calculated via Official Fare Rules & Distance
E09,H13,178,Calculated via Official Fare Rules & Distance
E09,H14,178,Calculated via Official Fare Rules & Distance
E09,H15,178,Calculated via Official Fare Rules & Distance
E09,H16,0,Calculated via Official Fare Rules & Distance
E09,H17,178,Calculated via Official Fare Rules & Distance
E09,H18,178,Calculated via Official Fare Rules & Distance
E09,H19,178,Calculated via Official Fare Rules & Distance
E09,H20,178,Calculated via Official Fare Rules & Distance
E09,H21,178,Calculated via Official Fare Rules & Distance
E09,H22,178,Calculated via Official Fare Rules & Distance
E09,I01,338,Calculated via Official Fare Rules & Distance
E09,I02,338,Calculated via Official Fare Rules & Distance
E09,I03,338,Calculated via Official Fare Rules & Distance
E09,I04,296,Calculated via Official Fare Rules & Distance
E09,I05,296,Calculated via Official Fare Rules & Distance
E09,I06,296,Calculated via Official Fare Rules & Distance
E09,I07,296,Calculated via Official Fare Rules & Distance
E09,I08,296,Calculated via Official Fare Rules & Distance
E09,I09,296,Calculated via Official Fare Rules & Distance
E09,I10,296,Calculated via Official Fare Rules & Distance
E09,I11,188,Calculated via Official Fare Rules & Distance
E09,I12,188,Calculated via Official Fare Rules & Distance
E09,I13,188,Calculated via Official Fare Rules & Distance
E09,I14,230,Calculated via Official Fare Rules & Distance
E09,I15,230,Calculated via Official Fare Rules & Distance
E09,I16,230,Calculated via Official Fare Rules & Distance
E09,I17,230,Calculated via Official Fare Rules & Distance
E09,I18,230,Calculated via Official Fare Rules & Distance
E09,I19,282,Calculated via Official Fare Rules & Distance
E09,I20,282,Calculated via Official Fare Rules & Distance
E09,I21,282,Calculated via Official Fare Rules & Distance
E09,I22,282,Calculated via Official Fare Rules & Distance
E09,I23,282,Calculated via Official Fare Rules & Distance
E09,I24,282,Calculated via Official Fare Rules & Distance
E09,I25,335,Calculated via Official Fare Rules & Distance
E09,I26,335,Calculated via Official Fare Rules & Distance
E09,I27,335,Calculated via Official Fare Rules & Distance
E09,M01,338,Calculated via Official Fare Rules & Distance
E09,M02,338,Calculated via Official Fare Rules & Distance
E09,M03,338,Calculated via Official Fare Rules & Distance
E09,M04,296,Calculated via Official Fare Rules & Distance
E09,M05,296,Calculated via Official Fare Rules & Distance
E09,M06,296,Calculated via Official Fare Rules & Distance
E09,M07,296,Calculated via Official Fare Rules & Distance
E09,M08,296,Calculated via Official Fare Rules & Distance
E09,M09,296,Calculated via Official Fare Rules & Distance
E09,M10,296,Calculated via Official Fare Rules & Distance
E09,M11,188,Calculated via Official Fare Rules & Distance
E09,M12,296,Calculated via Official Fare Rules & Distance
E09,M13,296,Calculated via Official Fare Rules & Distance
E09,M14,296,Calculated via Official Fare Rules & Distance
E09,M15,296,Calculated via Official Fare Rules & Distance
E09,M16,296,Calculated via Official Fare Rules & Distance
E09,M17,296,Calculated via Official Fare Rules & Distance
E09,M18,296,Calculated via Official Fare Rules & Distance
E09,M19,296,Calculated via Official Fare Rules & Distance
E09,M20,296,Calculated via Official Fare Rules & Distance
E09,M21,188,Calculated via Official Fare Rules & Distance
E09,M22,296,Calculated via Official Fare Rules & Distance
E09,M23,296,Calculated via Official Fare Rules & Distance
E09,M24,296,Calculated via Official Fare Rules & Distance
E09,M25,296,Calculated via Official Fare Rules & Distance
E09,Mb03,338,Calculated via Official Fare Rules & Distance
E09,Mb04,296,Calculated via Official Fare Rules & Distance
E09,Mb05,296,Calculated via Official Fare Rules & Distance
E09,N01,338,Calculated via Official Fare Rules & Distance
E09,N02,338,Calculated via Official Fare Rules & Distance
E09,N03,338,Calculated via Official Fare Rules & Distance
E09,N04,296,Calculated via Official Fare Rules & Distance
E09,N05,296,Calculated via Official Fare Rules & Distance
E09,N06,296,Calculated via Official Fare Rules & Distance
E09,N07,296,Calculated via Official Fare Rules & Distance
E09,N08,296,Calculated via Official Fare Rules & Distance
E09,N09,296,Calculated via Official Fare Rules & Distance
E09,N10,188,Calculated via Official Fare Rules & Distance
E09,N11,188,Calculated via Official Fare Rules & Distance
E09,N12,296,Calculated via Official Fare Rules & Distance
E09,N13,296,Calculated via Official Fare Rules & Distance
E09,N14,296,Calculated via Official Fare Rules & Distance
E09,N15,296,Calculated via Official Fare Rules & Distance
E09,N16,296,Calculated via Official Fare Rules & Distance
E09,N17,338,Calculated via Official Fare Rules & Distance
E09,N18,338,Calculated via Official Fare Rules & Distance
E09,N19,338,Calculated via Official Fare Rules & Distance
E09,S01,296,Calculated via Official Fare Rules & Distance
E09,S02,296,Calculated via Official Fare Rules & Distance
E09,S03,296,Calculated via Official Fare Rules & Distance
E09,S04,296,Calculated via Official Fare Rules & Distance
E09,S05,296,Calculated via Official Fare Rules & Distance
E09,S06,296,Calculated via Official Fare Rules & Distance
E09,S07,296,Calculated via Official Fare Rules & Distance
E09,S08,178,Calculated via Official Fare Rules & Distance
E09,S09,296,Calculated via Official Fare Rules & Distance
E09,S10,296,Calculated via Official Fare Rules & Distance
E09,S11,296,Calculated via Official Fare Rules & Distance
E09,S12,296,Calculated via Official Fare Rules & Distance
E09,S13,296,Calculated via Official Fare Rules & Distance
E09,S14,296,Calculated via Official Fare Rules & Distance
E09,S15,296,Calculated via Official Fare Rules & Distance
E09,S16,296,Calculated via Official Fare Rules & Distance
E09,S17,338,Calculated via Official Fare Rules & Distance
E09,S18,338,Calculated via Official Fare Rules & Distance
E09,S19,364,Calculated via Official Fare Rules & Distance
E09,S20,364,Calculated via Official Fare Rules & Distance
E09,S21,364,Calculated via Official Fare Rules & Distance
E09,T01,338,Calculated via Official Fare Rules & Distance
E09,T02,338,Calculated via Official Fare Rules & Distance
E09,T03,296,Calculated via Official Fare Rules & Distance
E09,T04,296,Calculated via Official Fare Rules & Distance
E09,T05,296,Calculated via Official Fare Rules & Distance
E09,T06,188,Calculated via Official Fare Rules & Distance
E09,T07,296,Calculated via Official Fare Rules & Distance
E09,T08,296,Calculated via Official Fare Rules & Distance
E09,T09,178,Calculated via Official Fare Rules & Distance
E09,T10,178,Calculated via Official Fare Rules & Distance
E09,T11,178,Calculated via Official Fare Rules & Distance
E09,T12,178,Calculated via Official Fare Rules & Distance
E09,T13,178,Calculated via Official Fare Rules & Distance
E09,T14,204,Calculated via Official Fare Rules & Distance
E09,T15,204,Calculated via Official Fare Rules & Distance
E09,T16,204,Calculated via Official Fare Rules & Distance
E09,T17,252,Calculated via Official Fare Rules & Distance
E09,T18,252,Calculated via Official Fare Rules & Distance
E09,T19,252,Calculated via Official Fare Rules & Distance
E09,T20,252,Calculated via Official Fare Rules & Distance
E09,T21,252,Calculated via Official Fare Rules & Distance
E09,T22,293,Calculated via Official Fare Rules & Distance
E09,T23,293,Calculated via Official Fare Rules & Distance
E09,Y01,364,Calculated via Official Fare Rules & Distance
E09,Y02,364,Calculated via Official Fare Rules & Distance
E09,Y03,364,Calculated via Official Fare Rules & Distance
E09,Y04,364,Calculated via Official Fare Rules & Distance
E09,Y05,338,Calculated via Official Fare Rules & Distance
E09,Y06,338,Calculated via Official Fare Rules & Distance
E09,Y07,338,Calculated via Official Fare Rules & Distance
E09,Y08,296,Calculated via Official Fare Rules & Distance
E09,Y09,296,Calculated via Official Fare Rules & Distance
E09,Y10,296,Calculated via Official Fare Rules & Distance
E09,Y11,296,Calculated via Official Fare Rules & Distance
E09,Y12,296,Calculated via Official Fare Rules & Distance
E09,Y13,188,Calculated via Official Fare Rules & Distance
E09,Y14,296,Calculated via Official Fare Rules & Distance
E09,Y15,296,Calculated via Official Fare Rules & Distance
E09,Y16,296,Calculated via Official Fare Rules & Distance
E09,Y17,296,Calculated via Official Fare Rules & Distance
E09,Y18,296,Calculated via Official Fare Rules & Distance
E09,Y19,296,Calculated via Official Fare Rules & Distance
E09,Y20,296,Calculated via Official Fare Rules & Distance
E09,Y21,296,Calculated via Official Fare Rules & Distance
E09,Y22,296,Calculated via Official Fare Rules & Distance
E09,Y23,338,Calculated via Official Fare Rules & Distance
